,Category,URL
276,moisturizer-skincare,https://www.sephora.com/product/active-moist-P423142
277,moisturizer-skincare,https://www.sephora.com/product/rejuvenating-night-cream-P309215
278,moisturizer-skincare,https://www.sephora.com/product/pink-cloud-rosewater-moisture-creme-P427626
279,moisturizer-skincare,https://www.sephora.com/product/renewed-hope-in-jar-refreshing-refining-moisturizer-P392232
280,moisturizer-skincare,https://www.sephora.com/product/peat-miracle-revital-cream-P412440
281,moisturizer-skincare,https://www.sephora.com/product/bio-performance-advanced-super-revitalizing-cream-P173652
282,moisturizer-skincare,https://www.sephora.com/product/ferulic-retinol-anti-aging-moisturizer-P384536
283,moisturizer-skincare,https://www.sephora.com/product/ultra-facial-oil-free-gel-cream-P422006
284,moisturizer-skincare,https://www.sephora.com/product/aqua-bomb-surf-s-up-P444458
285,moisturizer-skincare,https://www.sephora.com/product/emerald-cannabis-sativa-hemp-seed-deep-moisture-glow-oil-P437981
286,moisturizer-skincare,https://www.sephora.com/product/benefiance-wrinkleresist24-day-cream-broad-spectrum-spf-18-P282018
287,moisturizer-skincare,https://www.sephora.com/product/lapis-oil-balancing-facial-oil-P400203
